age,income,expenses,savings,debt,investment_amount,employment_years,credit_score,num_dependents,property_value,savings_rate,debt_to_income,expense_ratio,investment_risk_score,affordability_amount,financial_health_score,scenario_category
23,42827.34929261374,32011.268854031816,10816.080438581925,53501.87178756263,4025.252552277791,5,427.63839747932246,1,0.0,0.2525507792855004,1.249216294142573,0.7474492207144996,100.0,107054.57425220872,40.200315723283026,conservative
71,80153.5818911639,49810.68728069136,30342.894610472547,53759.95264956383,19071.48095080393,12,737.5552257137248,0,0.0,0.3785594342081116,0.6707034255703631,0.6214405657918884,100.0,306548.9730211796,76.9146641323241,moderate_risk
59,125978.87937608315,82128.81044439848,43850.06893168467,0.0,8725.03185672137,11,758.7043813186332,1,261548.36722601045,0.3480747657770444,0.0,0.6519252342229556,96.7585245570724,427940.68722955,77.77593356171653,low_risk
21,50641.55921119106,37289.61455299881,13351.944658192246,62829.06230731854,4486.381871757381,3,515.2466671621359,0,0.0,0.26365587604659807,1.2406375839993982,0.736344123953402,100.0,131767.77421605148,43.6428555961272,conservative
71,109393.06914715929,69274.71469001948,40118.35445713981,0.0,4646.64043649729,36,850.0,1,242879.22389198418,0.3667357975227044,0.0,0.6332642024772956,91.65662793381416,388853.51513774,79.2476164135064,low_risk
46,93975.6852954832,62218.28968453754,31757.395610945656,65352.971728048,8409.454920262688,28,680.3316696076249,1,0.0,0.33793204605098026,0.6954168634759144,0.6620679539490197,97.66783013421012,311598.56180128845,58.85082968825386,conservative
35,60476.68849319629,49995.94281630248,10480.745676893814,1350.6114730255345,5794.91069507898,17,771.7203047795609,4,0.0,0.1733022415417622,0.022332392435558734,0.8266977584582378,94.68178845755952,105251.0870542438,72.79564482666088,low_risk
43,84825.32800710379,65678.50234524185,19146.825661861934,0.0,5843.636805195729,25,788.9256278916829,1,405352.7087372795,0.22572062038190366,0.0,0.7742793796180963,100.0,188484.43579803116,76.68489653109141,low_risk
61,122229.74856607818,82715.35908483897,39514.38948123921,199091.52737500836,7801.969115703738,29,502.46413606909164,3,0.0,0.3232796430066898,1.6288170506243695,0.6767203569933102,85.43126414296395,385579.7143124594,40.585899269037064,conservative
51,76091.32929720751,62344.57695973735,13746.752337470163,48221.63575298873,1915.8528936263149,17,671.91150862058,0,0.0,0.1806612194114298,0.6337253202571944,0.8193387805885702,89.07100580866697,133501.50475461464,46.64585780614728,conservative
27,44895.78376768952,29746.6534187202,15149.13034896932,28703.148085761557,7906.764159521065,9,567.292251288285,0,128149.97400970034,0.3374287979325089,0.6393141262474596,0.6625712020674911,100.0,151757.0626777223,63.777775853674456,moderate_risk
79,110157.39161368411,82317.38867145433,27840.00294222978,0.0,4286.351053765576,26,850.0,1,0.0,0.2527293224213508,0.0,0.7472706775786492,100.0,270693.10908841836,78.89107991772197,low_risk
53,105947.78028704668,73328.95745266641,32618.822834380277,58201.990450600075,21501.01933456292,34,740.4423589380916,2,0.0,0.30787641558893797,0.5493408257547997,0.692123584411062,95.1012689080742,330341.51467770105,76.58037314076456,moderate_risk
31,24014.350863781525,18924.205472851714,5090.145390929811,0.0,1781.6901754071762,13,816.003416176307,0,0.0,0.21196264766026945,0.0,0.7880373523397306,88.17936556774309,50290.74789325192,77.0699292529289,low_risk
48,113586.92151602858,78704.01886843484,34882.90264759374,73084.4183950699,10934.429924761178,30,655.989766287645,0,0.0,0.3071031610155163,0.6434171646036927,0.6928968389844836,100.0,343623.4093567089,59.72232587701524,conservative
65,87127.64208843264,57697.26793959607,29430.374148836563,105242.26850000986,15814.627655663113,17,612.7962082640272,1,0.0,0.3377845818318529,1.2078951992984408,0.6622154181681471,100.0,295183.2939533615,57.36890368065805,conservative
32,61614.788735530485,46329.770992001155,15285.01774352933,55579.72264324447,7484.0510837331885,14,604.0720487723239,1,185385.84745572583,0.2480738481330724,0.9020370230397564,0.7519261518669276,99.91874485889561,152723.4112048681,53.224236346018024,conservative
25,53529.42931705292,42092.06971323643,11437.35960381649,30764.103766886572,9050.516883716155,7,640.8120670545451,2,0.0,0.21366488957080812,0.5747031017568582,0.7863351104291919,99.40043192157415,117039.06570361124,64.39760662668951,moderate_risk
31,82862.25166067982,60828.42672442612,22033.824936253695,43968.42837143591,2993.650825784627,13,663.9189651522582,1,300515.5011783426,0.2659090779536382,0.5306143252920373,0.7340909220463618,100.0,213919.6400486632,56.88917351191518,conservative
40,102200.19709156133,79621.31924790946,22578.877843651877,0.0,15713.97194048528,22,789.2896924382782,0,0.0,0.2209279285775097,0.0,0.7790720714224904,91.2264607952824,229328.40485144628,84.7087597258253,low_risk
77,135208.53785975836,95390.17123597187,39818.366623786496,0.0,20690.83767241179,1,850.0,3,655848.1103337104,0.2944959486588568,0.0,0.7055040513411431,100.0,398808.98972627986,90.30279446252726,low_risk
74,134359.40807893767,107334.5631495931,27024.844929344574,92879.53346752968,19399.34421951718,32,708.8393555497271,0,0.0,0.2011384637350231,0.6912715940320925,0.7988615362649769,100.0,274957.9866973217,60.853952741623985,moderate_risk
79,163634.8230750024,122113.4963279469,41521.326747055515,12887.500348295254,24320.645419669156,38,850.0,2,0.0,0.2537438301138635,0.0787572067418775,0.7462561698861365,96.66111554275228,418061.2531074683,87.89373557459038,low_risk
57,118839.28312801446,77134.12175323209,41705.16137478237,0.0,26426.25831676499,39,773.2469328600963,2,0.0,0.3509375038038331,0.0,0.649062496196167,88.97753976530068,421510.55585132283,93.74800927493315,low_risk
38,76417.87928948889,62868.06660480326,13549.812684685632,6669.8024836975155,8816.72249109112,20,692.8805767192282,4,156427.48872836668,0.17731207422487813,0.0872795118917024,0.8226879257751218,95.7026964515361,137131.57976585496,69.94478933220844,low_risk
33,50196.73802197443,40619.50105985862,9577.236962115807,0.0,1059.3225684031954,15,730.8872283043086,1,111155.3924765255,0.19079401051763994,0.0,0.80920598948236,100.0,92788.9328910343,65.77548356469669,low_risk
62,130722.42834046487,109934.69317680223,20787.73516366264,12387.784528630678,14277.079410029923,17,793.9427145152172,2,0.0,0.15902194770679484,0.09476330819879586,0.8409780522932052,100.0,210983.9210991853,71.9066455720633,low_risk
35,51256.949598849584,38045.579970541876,13211.369628307708,86949.58673098437,7603.953609538139,16,432.2338456736454,1,0.0,0.25774787090732815,1.6963141797801418,0.7422521290926718,100.0,132912.31131938452,45.84531093292223,conservative
64,104343.92510816563,80233.72172418963,24110.203383975997,134429.1236918173,18400.144267364885,33,580.999676396978,2,0.0,0.2310647539756889,1.2883149185498568,0.7689352460243111,100.0,246178.0679000615,53.51314979322312,conservative
70,139514.68483338322,113829.30714282651,25685.377690556707,141174.8574045165,4963.302481803048,38,607.0499657637238,1,436371.2791390667,0.1841051909426719,1.011892373055508,0.8158948090573281,97.58277055303572,250550.26781478684,35.92485865197601,conservative
41,37419.125878256804,22943.455945878934,14475.66993237787,0.0,10785.860080731716,6,850.0,1,166094.7736462205,0.3868521669767084,0.0,0.6131478330232917,92.02757184926378,147595.11941541292,100.0,low_risk
43,84263.3954167461,69774.40218110663,14488.993235639471,43274.515734933,10115.260423392738,25,711.7302535061079,3,0.0,0.1719488416527777,0.5135563546253479,0.8280511583472223,100.0,147186.54340085312,60.07517954647466,moderate_risk
42,104719.4775236438,69930.70945400125,34788.76806964255,144541.40563082322,8990.561470429779,24,489.905410921326,0,500471.56597510027,0.33220914477717733,1.380259229606632,0.6677908552228227,94.56478138649197,341164.62264491234,42.217358702705724,conservative
77,142926.29986781656,87794.04050944478,55132.25935837178,146399.51181010902,10301.411923979105,29,630.4319920423417,3,0.0,0.3857390795770974,1.0242935530546204,0.6142609204229026,98.63432293430273,537510.8193795524,47.227084777285356,conservative
77,122774.28867956404,80957.5804064055,41816.70827315854,126296.94253117032,22582.189218353953,11,640.4519019211559,3,0.0,0.3405982532898111,1.0286837350535383,0.6594017467101889,96.20121418444805,419506.1507970052,58.868192638064215,conservative
